5.4459000000e-06	8.7847239412e-01
5.6305000000e-06	8.7847239371e-01
5.8214000000e-06	8.7847239325e-01
6.0187000000e-06	8.7847239279e-01
6.2227000000e-06	8.7847239232e-01
6.4336000000e-06	8.7847239180e-01
6.6517000000e-06	8.7847239127e-01
6.8771000000e-06	8.7847239065e-01
7.1102000000e-06	8.7847239004e-01
7.3512000000e-06	8.7847238940e-01
7.6004000000e-06	8.7847238868e-01
7.8580000000e-06	8.7847238788e-01
8.1244000000e-06	8.7847238706e-01
8.3998000000e-06	8.7847238617e-01
8.6845000000e-06	8.7847238521e-01
8.9788000000e-06	8.7847238418e-01
9.2832000000e-06	8.7847238308e-01
9.5978000000e-06	8.7847242814e-01
9.9231000000e-06	8.7847242689e-01
1.0259000000e-05	8.7847242557e-01
1.0607000000e-05	8.7847242414e-01
1.0967000000e-05	8.7847242051e-01
1.1338000000e-05	8.7847241898e-01
1.1723000000e-05	8.7847241730e-01
1.2120000000e-05	8.7847241544e-01
1.2531000000e-05	8.7847236994e-01
1.2956000000e-05	8.7847236779e-01
1.3395000000e-05	8.7847236559e-01
1.3849000000e-05	8.7847236319e-01
1.4318000000e-05	8.7847236063e-01
1.4804000000e-05	8.7847235789e-01
1.5305000000e-05	8.7847235487e-01
1.5824000000e-05	8.7847239798e-01
1.6360000000e-05	8.7847239246e-01
1.6915000000e-05	8.7847238898e-01
1.7488000000e-05	8.7847234160e-01
1.8081000000e-05	8.7847233746e-01
1.8694000000e-05	8.7847233320e-01
1.9328000000e-05	8.7847232847e-01
1.9983000000e-05	8.7847232340e-01
2.0660000000e-05	8.7847236214e-01
2.1360000000e-05	8.7847231291e-01
2.2084000000e-05	8.7847230680e-01
2.2833000000e-05	8.7847230038e-01
2.3607000000e-05	8.7847229986e-01
2.4407000000e-05	8.7847229303e-01
2.5234000000e-05	8.7847228502e-01
2.6090000000e-05	8.7847231205e-01
2.6974000000e-05	8.7847234701e-01
2.7888000000e-05	8.7847229379e-01
2.8833000000e-05	8.7847228367e-01
2.9811000000e-05	8.7847227317e-01
3.0821000000e-05	8.7847226131e-01
3.1866000000e-05	8.7847225080e-01
